RES	2000	124	0.068
RES	2000	131	0.118
RES	2000	139	0.092
RES	2000	150	0.103
RES	2000	165	0.063
RES	2000	173	0.052
RES	2000	185	0.097
RES	2000	195	0.13
RES	2000	206	0.156
RES	2000	216	0.149
DM	2000	124	132.3
DM	2000	131	278.92
DM	2000	139	434.13
DM	2000	150	686.44
DM	2000	151	90.91
DM	2000	165	70.65
DM	2000	173	95.79
DM	2000	185	215.55
DM	2000	195	362.14
DM	2000	206	588.84
DM	2000	216	768.07
LAI	2000	124	1.74
LAI	2000	131	4.18
LAI	2000	139	5.89
LAI	2000	150	5.98
LAI	2000	165	0.35
LAI	2000	173	3.18
LAI	2000	185	6.95
LAI	2000	195	5.43
LAI	2000	206	5.67
LAI	2000	216	5.34
LERG	2000	129	0.0178
LERG	2000	137	0.0183
LERG	2000	144	0.0066
LERG	2000	163	0.0098
LERG	2000	169	0.0108
LERG	2000	175	0.0127
LERG	2000	182	0.011
LERG	2000	189	0.0074
LERG	2000	196	0.0047
LERG	2000	203	0.0049
LERG	2000	211	0.0071
LERG	2000	218	0.0107
LERG	2000	225	0.0075
LERG	2000	233	0.0032
NELLVG	2000	129	2.6
NELLVG	2000	137	2.18
NELLVG	2000	144	2.05
NELLVG	2000	163	3.42
NELLVG	2000	169	3.92
NELLVG	2000	175	2.87
NELLVG	2000	182	2.8
NELLVG	2000	189	1.46
NELLVG	2000	196	0.47
NELLVG	2000	203	0.18
NELLVG	2000	211	0.07
NELLVG	2000	218	0.07
NELLVG	2000	225	0.06
NELLVG	2000	233	0.07
RLEAF	2000	129	0.19
RLEAF	2000	138	0.18
RLEAF	2000	148	0.193
RLEAF	2000	163	0.086
RLEAF	2000	170	0.169
RLEAF	2000	177	0.143
RLEAF	2000	183	0.253
RLEAF	2000	190	0.186
RLEAF	2000	199	0.08
RLEAF	2000	208	0.051
RLEAF	2000	218	0.044
RLEAF	2000	226	0.031
RLEAF	2000	233	0.027
SLA	2000	124	0.0192
SLA	2000	131	0.0262
SLA	2000	139	0.0306
SLA	2000	150	0.0294
SLA	2000	165	0.0137
SLA	2000	173	0.049
SLA	2000	185	0.0464
SLA	2000	195	0.033
SLA	2000	206	0.0309
SLA	2000	216	0.0279
TILTOT	2000	126	2892
TILTOT	2000	133	3242
TILTOT	2000	143	2950
TILTOT	2000	150	2900
TILTOT	2000	160	550
TILTOT	2000	166	4000
TILTOT	2000	172	5142
TILTOT	2000	180	4733
TILTOT	2000	186	4675
TILTOT	2000	193	4458
TILTOT	2000	200	3975
TILTOT	2000	208	3625
TILTOT	2000	216	3383
TILTOT	2000	222	3800
TILTOT	2000	228	2583
TILTOT	2000	238	3270
FRTILG	2000	149	0.8
CP	2000	124	0.306
CP	2000	131	0.234
CP	2000	139	0.178
CP	2000	150	0.142
CP	2000	165	0.207
CP	2000	173	0.231
CP	2000	185	0.197
CP	2000	195	0.127
CP	2000	206	0.103
CP	2000	216	0.087
ASH	2000	124	0.095
ASH	2000	131	0.082
ASH	2000	139	0.075
ASH	2000	150	0.07
ASH	2000	165	0.07
ASH	2000	173	0.079
ASH	2000	185	0.082
ASH	2000	195	0.07
ASH	2000	206	0.059
ASH	2000	216	0.053
DIG	2000	124	0.84
DIG	2000	131	0.832
DIG	2000	139	0.778
DIG	2000	150	0.74
DIG	2000	165	0.717
DIG	2000	173	0.75
DIG	2000	185	0.802
DIG	2000	195	0.764
DIG	2000	206	0.734
DIG	2000	216	0.686
NDF	2000	124	0.442
NDF	2000	131	0.462
NDF	2000	139	0.545
NDF	2000	150	0.578
NDF	2000	165	0.585
NDF	2000	173	0.536
NDF	2000	185	0.515
NDF	2000	195	0.561
NDF	2000	206	0.582
NDF	2000	216	0.624
