RES	2002	119	0.132
RES	2002	128	0.135
RES	2002	135	0.092
RES	2002	143	0.074
RES	2002	150	0.082
RES	2002	169	0.067
RES	2002	178	0.121
RES	2002	186	0.14
RES	2002	196	0.157
RES	2002	203	0.168
RES	2002	210	0.207
RES	2002	224	0.22
RES	2002	238	0.234
DM	2002	109	20
DM	2002	119	83.38
DM	2002	128	153.62
DM	2002	135	280.3
DM	2002	143	470.72
DM	2002	150	567.67
DM	2002	151	100.63
DM	2002	162	15.4
DM	2002	169	55.48
DM	2002	178	143.66
DM	2002	186	234.12
DM	2002	196	308.21
DM	2002	203	416.8
DM	2002	210	526.06
DM	2002	224	726.13
DM	2002	238	580.27
LAI	2002	109	0.23
LAI	2002	119	1.29
LAI	2002	128	2.22
LAI	2002	135	4.16
LAI	2002	143	8.28
LAI	2002	150	10.42
LAI	2002	162	0.18
LAI	2002	169	1.1
LAI	2002	178	3.03
LAI	2002	186	3.71
LAI	2002	196	3.43
LAI	2002	203	3.69
LAI	2002	210	3.19
LAI	2002	224	2.85
LAI	2002	238	1.59
LERG	2002	112	0.0056
LERG	2002	120	0.0089
LERG	2002	127	0.0149
LERG	2002	137	0.0282
LERG	2002	148	0.011
LERG	2002	169	0.0203
LERG	2002	189	0.0145
LERG	2002	196	0.0137
LERG	2002	203	0.0104
LERG	2002	210	0.0106
LERG	2002	218	0.0077
LERG	2002	225	0.0094
LERG	2002	232	0.0079
NELLVG	2002	112	1.5
NELLVG	2002	120	1.92
NELLVG	2002	127	2.53
NELLVG	2002	137	1.26
NELLVG	2002	148	1.69
NELLVG	2002	169	2.04
NELLVG	2002	179	1.4
NELLVG	2002	189	1.64
NELLVG	2002	196	1.31
NELLVG	2002	203	1.33
NELLVG	2002	210	0.99
NELLVG	2002	218	1
NELLVG	2002	225	0.86
NELLVG	2002	232	0.68
RLEAF	2002	112	0.076
RLEAF	2002	120	0.115
RLEAF	2002	127	0.139
RLEAF	2002	137	0.161
RLEAF	2002	148	0.238
RLEAF	2002	169	0.167
RLEAF	2002	179	0.187
RLEAF	2002	189	0.194
RLEAF	2002	195	0.146
RLEAF	2002	203	0.074
RLEAF	2002	210	0.104
RLEAF	2002	218	0.087
RLEAF	2002	225	0.087
RLEAF	2002	232	0.052
SLA	2002	109	0.015
SLA	2002	119	0.0183
SLA	2002	128	0.018
SLA	2002	135	0.026
SLA	2002	143	0.0327
SLA	2002	150	0.0363
SLA	2002	162	0.0297
SLA	2002	169	0.0247
SLA	2002	178	0.0297
SLA	2002	186	0.0303
SLA	2002	196	0.0247
SLA	2002	203	0.026
SLA	2002	210	0.0253
SLA	2002	224	0.0233
SLA	2002	238	0.0203
TILTOT	2002	108	2225
TILTOT	2002	122	2475
TILTOT	2002	133	2658
TILTOT	2002	144	2440
TILTOT	2002	149	2210
TILTOT	2002	152	242
TILTOT	2002	165	2633
TILTOT	2002	171	3042
TILTOT	2002	178	2783
TILTOT	2002	185	2650
TILTOT	2002	192	2575
TILTOT	2002	199	2575
TILTOT	2002	206	2217
TILTOT	2002	223	1964
TILTOT	2002	238	2192
FRTILG	2002	149	0.8
CP	2002	119	0.237
CP	2002	128	0.24
CP	2002	135	0.225
CP	2002	143	0.196
CP	2002	150	0.162
CP	2002	169	0.263
CP	2002	178	0.21
CP	2002	186	0.15
CP	2002	196	0.122
CP	2002	203	0.098
CP	2002	210	0.073
CP	2002	224	0.062
CP	2002	238	0.064
