RES	2002	119	0.132
RES	2002	128	0.135
RES	2002	135	0.092
RES	2002	143	0.074
RES	2002	150	0.082
RES	2002	162	0.096
RES	2002	169	0.132
RES	2002	178	0.194
RES	2002	186	0.165
RES	2002	196	0.076
RES	2002	203	0.077
RES	2002	210	0.096
RES	2002	224	0.079
RES	2002	238	0.143
DM	2002	109	20
DM	2002	119	83.38
DM	2002	128	153.62
DM	2002	135	280.3
DM	2002	143	470.72
DM	2002	150	567.67
DM	2002	162	762.13
DM	2002	169	757.33
DM	2002	178	813.86
DM	2002	186	39.05
DM	2002	196	118.58
DM	2002	203	190.29
DM	2002	210	255.39
DM	2002	224	470.2
DM	2002	238	559.51
LAI	2002	109	0.23
LAI	2002	119	1.29
LAI	2002	128	2.22
LAI	2002	135	4.16
LAI	2002	143	8.28
LAI	2002	150	10.42
LAI	2002	162	4.1
LAI	2002	169	2.87
LAI	2002	178	2.29
LAI	2002	186	1.02
LAI	2002	196	3.24
LAI	2002	203	5.05
LAI	2002	210	4.83
LAI	2002	224	4.77
LAI	2002	238	3.4
LERG	2002	112	0.0037
LERG	2002	120	0.0055
LERG	2002	127	0.0163
LERG	2002	137	0.0262
LERG	2002	148	0.0117
LERG	2002	155	0.0053
LERG	2002	189	0.0133
LERG	2002	196	0.02
LERG	2002	203	0.0162
LERG	2002	210	0.0139
LERG	2002	218	0.0097
LERG	2002	225	0.0108
LERG	2002	232	0.0056
NELLVG	2002	112	2.01
NELLVG	2002	120	2.6
NELLVG	2002	127	2.31
NELLVG	2002	137	1.44
NELLVG	2002	148	1.47
NELLVG	2002	155	0.13
NELLVG	2002	189	3.37
NELLVG	2002	196	2.72
NELLVG	2002	203	3.05
NELLVG	2002	210	2.51
NELLVG	2002	218	1.24
NELLVG	2002	225	0.8
NELLVG	2002	232	0.33
RLEAF	2002	112	0.049
RLEAF	2002	120	0.111
RLEAF	2002	127	0.19
RLEAF	2002	137	0.165
RLEAF	2002	148	0.234
RLEAF	2002	155	0.008
RLEAF	2002	189	0.222
RLEAF	2002	195	0.208
RLEAF	2002	203	0.204
RLEAF	2002	210	0.281
RLEAF	2002	218	0.135
RLEAF	2002	225	0.038
RLEAF	2002	232	0.01
SLA	2002	109	0.015
SLA	2002	119	0.0183
SLA	2002	128	0.018
SLA	2002	135	0.026
SLA	2002	143	0.0327
SLA	2002	150	0.0363
SLA	2002	162	0.02
SLA	2002	169	0.0207
SLA	2002	178	0.0227
SLA	2002	186	0.029
SLA	2002	196	0.0293
SLA	2002	203	0.039
SLA	2002	210	0.0307
SLA	2002	224	0.0267
SLA	2002	238	0.023
TILTOT	2002	108	2117
TILTOT	2002	122	2158
TILTOT	2002	133	2542
TILTOT	2002	144	2050
TILTOT	2002	152	2450
TILTOT	2002	165	1592
TILTOT	2002	171	1725
TILTOT	2002	178	2583
TILTOT	2002	180	1425
TILTOT	2002	185	1600
TILTOT	2002	192	3225
TILTOT	2002	199	4725
TILTOT	2002	206	3858
TILTOT	2002	223	2458
TILTOT	2002	238	1692
FRTILG	2002	177	0.8
CP	2002	119	0.237
CP	2002	128	0.24
CP	2002	135	0.225
CP	2002	143	0.196
CP	2002	150	0.162
CP	2002	162	0.115
CP	2002	169	0.107
CP	2002	178	0.092
CP	2002	186	0.144
CP	2002	196	0.263
CP	2002	203	0.223
CP	2002	210	0.178
CP	2002	224	0.142
CP	2002	238	0.107
ASH	2002	119	0.051
ASH	2002	128	0.065
ASH	2002	135	0.078
ASH	2002	143	0.078
ASH	2002	150	0.076
ASH	2002	162	0.056
ASH	2002	169	0.052
ASH	2002	178	0.041
ASH	2002	186	0.052
ASH	2002	196	0.08
ASH	2002	203	0.084
ASH	2002	210	0.079
ASH	2002	224	0.07
ASH	2002	238	0.056
DIG	2002	119	0.768
DIG	2002	128	0.784
DIG	2002	135	0.785
DIG	2002	143	0.748
DIG	2002	150	0.721
DIG	2002	162	0.661
DIG	2002	169	0.629
DIG	2002	178	0.634
DIG	2002	186	0.644
DIG	2002	196	0.758
DIG	2002	203	0.765
DIG	2002	210	0.751
DIG	2002	224	0.664
DIG	2002	238	0.642
NDF	2002	119	0.504
NDF	2002	128	0.471
NDF	2002	135	0.511
NDF	2002	143	0.545
NDF	2002	150	0.576
NDF	2002	162	0.641
NDF	2002	169	0.627
NDF	2002	178	0.598
NDF	2002	186	0.589
NDF	2002	196	0.5
NDF	2002	203	0.519
NDF	2002	210	0.549
NDF	2002	224	0.612
NDF	2002	238	0.61
