ST	YR	doy	T	TMMXI	TMMNI	RH	RAINI	WNI	GR
42	1999	205	13.5	15.4	11.5	92.9	6.2	3.3	12.7
42	1999	206	11.7	13.9	9.5	87.8	2.8	4.1	15
42	1999	207	11.2	13.7	8.9	84.1	0.1	3.8	20.4
42	1999	208	12.2	15.5	8.4	87.9	0.1	3.4	26.8
42	1999	209	13.2	17.4	10	97.8	0.1	1.9	21.7
42	1999	210	12	13.3	9.5	99.2	0.3	0.9	7.9
42	1999	211	12.2	14.1	11.2	95.3	0.4	1.8	12.3
42	1999	212	15.6	19.8	9.8	74.8	0.1	1.2	25.7
42	1999	213	19.5	25	13.1	63.4	0.3	1.2	24.4
42	1999	214	21	26	16.1	59.1	0.2	1.1	24
42	1999	215	20.3	25.4	15.5	58.3	0.2	1.3	22.1
42	1999	216	20.4	24.5	16	60.9	0.2	1.1	24
42	1999	217	19.2	23.3	14.7	73.9	0.2	1.5	24.3
42	1999	218	15.2	18	12.8	86.5	0.2	2	19.7
42	1999	219	15.9	19.3	11.7	88.2	0.1	1.3	20.2
42	1999	220	17	20.8	14.4	90.7	0.1	1.1	11.4
42	1999	221	14.9	17.2	10.2	89.9	0.1	2.1	18.5
42	1999	222	12.1	15	9.5	86.1	0.2	2.8	20.6
42	1999	223	11.9	13.5	10.3	89	0	3	9.4
42	1999	224	12.6	15.8	10.6	89.5	0.1	1.9	19.6
42	1999	225	13.2	16	10.4	78.1	0.1	1.2	15.8
42	1999	226	14.2	16.3	12.6	87.2	7.4	2.4	6.6
42	1999	227	13.8	17.7	11.9	94.4	12.7	1.2	8.1
42	1999	228	13.1	16.7	11.5	94.6	12.7	0.5	9.1
42	1999	229	12.7	16.9	10.1	88.3	0.2	0.8	12.4
42	1999	230	13.9	19.1	9	76.4	3	1.1	15.8
42	1999	231	15.7	20.2	12.3	81.6	0.5	1.4	12.3
42	1999	232	13.6	15.9	10.9	86.3	0.1	3.1	12.4
42	1999	233	11.4	14	9.3	69.5	0.2	4.9	17.3
42	1999	234	11.4	14.9	8.1	75.8	0.2	3.6	21.4
42	1999	235	11.6	14.8	8.4	86.9	0.1	2.9	15.4
42	1999	236	12.7	16.8	9.2	84.3	0.2	2.2	20.2
42	1999	237	15.3	19.5	10	75.5	0.1	1.1	13.5
42	1999	238	16.2	18.5	14.8	84.5	8.3	2.2	3.9
42	1999	239	14.3	15.5	12.5	96.8	2.3	2.5	4.7
42	1999	240	14.7	18.6	11.8	87.4	0.4	2	16.3
42	1999	241	14.1	17.5	11.2	92.5	0.1	1.5	14.9
42	1999	242	13.1	15.3	11.3	85.5	7	1.6	14.6
42	1999	243	12.7	15.7	10	86.2	0.2	2.2	19
42	1999	244	13.8	15.8	10.7	98	2.9	1.2	3.8
42	1999	245	16.5	18.8	15.1	99.2	0.2	2.1	5.5
42	1999	246	17.3	19.8	15.9	95.3	0.1	2.2	12.9
42	1999	247	16.9	19	15.8	97.9	0.1	1.4	5.9
42	1999	248	18.1	23	13.7	76.3	0.2	0.8	16.5
42	1999	249	18.2	23.7	15.4	74	0	1	8.7
42	1999	250	18.1	20	16	83.5	0.1	2.4	0.9
42	1999	251	13.6	16	11.2	80	4.37	2.88	8.33
42	1999	252	11.6	12.2	10.7	95.3	0	0.6	9.69
42	1999	253	13.2	17.3	9.9	80.9	0.2	1.1	15
42	1999	254	18.2	22.2	11.5	67.6	0.1	2.2	13.2
42	1999	255	19.9	22.3	18.3	72.9	0.1	2.4	11.2
42	1999	256	17.9	20	14.7	73.5	6	1.8	4.1
42	1999	257	15.6	17.5	14	77.5	1.6	1.4	1.6
42	1999	258	15.5	17.7	14	90.4	0.1	0.2	3.8
42	1999	259	15.3	17.1	13.9	71.4	2.1	1	3.7
42	1999	260	13.4	15.8	10.5	89.3	3.3	1.4	7.7
42	1999	261	14.8	18.2	11.3	79.9	0.9	1.1	12
42	1999	262	15.9	17.1	14.1	72.6	1.2	1.9	5
42	1999	263	17.5	19.6	15.5	64.4	0.1	2.9	9.6
42	1999	264	16.2	18.1	13.5	83	3.1	2	0.9
42	1999	265	14.6	17.4	12.7	95	1	0.7	3.9
42	1999	266	15.6	18.1	13.8	90.4	7.4	0.8	7.2
42	1999	267	14.4	17.7	11.9	97.3	5.5	0.8	4.4
42	1999	268	14	15.9	11.4	95.7	0.1	1.2	6.6
42	1999	269	12.9	16.1	11.2	90.9	5.7	0.8	5.6
42	1999	270	12.1	14.6	9.6	95	26.3	1.2	4.9
42	1999	271	10.9	14.2	8.7	92.9	0.6	1.7	6.9
42	1999	272	11.5	14.3	9.2	93	1.4	0.7	4.4
42	1999	273	11.7	12.9	10.7	97.8	19.4	0.7	2.2
42	1999	274	9.4	11.1	7.5	93.5	27.5	1.2	4.4
42	1999	275	8.3	9.8	7.1	95.9	32.4	1	3.3
42	1999	276	9.6	12.1	7.7	89.3	14.7	1.8	6.7
42	1999	277	9.7	12.8	7.4	86.7	8.6	2.9	9.7
42	1999	278	8.9	11.7	6.8	80.8	0.3	2.9	10.2
42	1999	279	8.3	12.8	5.1	90.2	0.4	0.9	8.6
42	1999	280	8.6	11.3	6.8	94.6	13.5	0.9	1.7
42	1999	281	9	10.8	7.3	82.4	3.4	2.6	7.6
42	1999	282	7.4	9.5	5.5	87.7	4.4	2.2	7
42	1999	283	8.4	10.9	6.4	98.6	11.8	1.7	2.4
42	1999	284	9.5	11	7.3	79.4	3.5	7.8	4.9
42	1999	285	9.4	10.9	7.4	86	6.6	7.7	5.7
42	1999	286	10.2	11.7	9	99.4	21.8	4.9	1.2
42	1999	287	10.5	13	8.2	97.2	1.1	3.3	7.2
42	1999	288	9.5	13.4	6.4	84.6	0.5	0.7	7.7
42	1999	289	8.4	11.7	6	87.3	0.2	0.5	3.7
42	1999	290	7.6	10.6	5	67.4	0.3	0.8	5.5
42	1999	291	6.8	11.1	3.1	85.1	0.4	0.7	5.7
42	1999	292	6.7	10.4	3.9	73	0.4	0.8	4.3
42	1999	293	6.1	9.9	3.1	64.1	0.5	1.4	7.1
42	1999	294	5.9	7.8	3.1	64	0.4	2.2	3.9
42	1999	295	7.3	8.6	5.7	62.8	0.3	3.7	2.9
42	1999	296	9.2	10.8	7.7	72.8	0.5	3	1.7
42	1999	297	10.8	11.8	9.2	81.3	1.5	2.3	2.9
42	1999	298	11.3	13.1	9.7	92.8	3.3	1.4	2.6
42	1999	299	9.7	11.6	8.4	96.6	11.3	2.7	2
42	1999	300	8.1	10.6	6.2	94.2	5.6	2	1.8
42	1999	301	9.8	10.9	8.1	87.3	7.4	6	3.9
42	1999	302	9.3	10.6	8.1	94.7	0.1	2.8	2.6
42	1999	303	11.4	12.9	10.3	89.3	0.5	2.8	3.5
42	1999	304	10.6	12	9.7	91.7	12.9	5.1	1.7
42	1999	305	10.8	11.1	8.8	99.2	10.4	4.8	0.7
42	1999	306	9.1	10.6	7.1	84.1	1.8	5	2.9
42	1999	307	9.4	10.8	6.7	93.5	1.5	3.4	1.2
42	1999	308	10.5	10.9	9.8	98.9	0	3	1
42	1999	309	9.4	11	7.6	88	0.2	3.2	1.3
42	1999	310	9.2	11.1	7.5	72.5	0.1	1.8	0.8
42	1999	311	8.5	11.4	6.3	86	0.4	0.6	3.2
42	1999	312	8.5	9.7	7.5	99.7	7.6	1	0.5
42	1999	313	7.3	9.7	4.8	93.2	1.4	2.5	2.3
42	1999	314	5.7	7.9	3	91.2	0.3	1.1	2.7
42	1999	315	7.4	9.7	5.9	99.9	0.3	1.6	2.8
42	1999	316	8.1	9.5	6.9	100	0	1.9	0.9
42	1999	317	8.4	9.7	4.5	95.9	1.2	4.3	0.5
42	1999	318	3.9	5.7	2.4	85.6	0.7	1.8	2.7
42	1999	319	5.6	7.5	3.6	84.9	11.8	2.2	1.2
42	1999	320	3.4	5.2	2.3	99.1	6.7	0.6	1.4
42	1999	321	2.1	3.3	0.8	90.7	6.9	3.3	1.1
42	1999	322	1.2	4	-0.4	79.3	0.5	1.2	2.4
42	1999	323	1.3	4.9	-1.3	71.1	0.5	0.7	2.2
42	1999	324	0.6	2.9	-2.2	68.6	0.3	0.8	1.4
42	1999	325	3.5	4.7	2.2	92	0.3	0.4	1.1
42	1999	326	4.4	5	3.6	100	9.8	0.8	0.5
42	1999	327	5.9	8.6	2.9	100	0.4	1.2	1.3
42	1999	328	8.8	9.2	8	100	20.3	2.8	0.2
42	1999	329	7.1	8.4	5	97	1.7	2.2	1
42	1999	330	8.7	9.6	6.2	96.9	3.1	4.7	0.3
42	1999	331	6.6	8.3	4.4	81.2	0.8	4.8	1.3
42	1999	332	8.7	9.9	6.7	99.5	18.6	6.2	0.1
42	1999	333	4.9	9.9	0.8	79.8	1.5	6.2	1.1
42	1999	334	6.2	9.7	1.3	92.7	15.9	6.9	0.2
42	1999	335	3.1	7.5	-0.3	83.3	6	8	0.7
42	1999	336	2.3	4.1	0.2	87.2	2.5	3.2	0.9
42	1999	337	0.6	2.1	-0.5	99.1	10.2	1.6	0.1
42	1999	338	-0.4	1.1	-3.8	89.9	16.1	0.5	0.3
42	1999	339	-0.5	3.7	-3.5	83.1	3.3	2.2	0.2
42	1999	340	7.1	9.3	3.4	99.3	26.3	5.1	0.3
42	1999	341	5.1	6.9	3.3	94.6	3.6	4.1	0.8
42	1999	342	5.4	7.2	3.9	99.7	19	2.7	0.7
42	1999	343	4.9	6.4	3.5	99	19	2	0.4
42	1999	344	3.7	4.7	2.7	81.3	4.4	3.8	0.5
42	1999	345	1.1	3.1	-0.2	71.5	0.1	1.6	0.8
42	1999	346	0.5	1.8	-0.8	78.5	0.3	0.6	0.5
42	1999	347	-0.7	0.9	-1.9	76.9	0	1.2	0.6
42	1999	348	-2.4	-0.8	-4.4	61.4	0	0.7	0.9
42	1999	349	-3.8	-0.6	-5.7	54.8	0.1	0.9	1
42	1999	350	2	5.4	-1.1	92.8	13.2	2	0.3
42	1999	351	3.8	6.7	-1.5	90.2	12.1	10	0.6
42	1999	352	-0.6	2.5	-3.2	86.3	4.8	9.7	0.7
42	1999	353	0.9	2.7	-0.2	95	2.9	5.5	0.9
42	1999	354	-0.6	1.7	-4.7	84	0.3	2.1	0.9
42	1999	355	0.4	3.4	-4.4	81.4	3.4	1.3	0.5
42	1999	356	3.9	5.1	1.4	96.8	15.3	2.6	0.3
42	1999	357	5.4	7.2	1.2	96.4	9.6	3.9	0.7
42	1999	358	6.6	7.3	5.7	98.4	21.3	4.1	0.3
42	1999	359	6.1	7.9	4.3	91.4	20.2	6.2	0.3
42	1999	360	3.7	6	1.9	93	5.2	3	0.7
42	1999	361	1.8	2.4	1.2	98.9	3	1.1	0.5
42	1999	362	0.8	2	0	95.3	1.7	0.2	0.7
42	1999	363	1.4	2.3	0.4	85	0.1	0.7	1
42	1999	364	2.1	3	0.9	100	0.3	0.5	0.9
42	1999	365	4.6	5.9	2.8	100	2.8	1.3	0.4
42	2000	1	5.9	6.9	4.7	100	15.6	2.5	1.2
42	2000	2	5.7	7.2	3.5	94.1	6	4.7	0.8
42	2000	3	5.9	7.7	3.4	90.7	8.4	5.2	1.1
42	2000	4	4.4	5.7	2.6	86.3	3.2	4.5	1.4
42	2000	5	5	6.8	2	92.4	8.1	3.3	0.6
42	2000	6	6	7.8	2.5	93.7	9.5	5.7	0.5
42	2000	7	5.8	7.1	4	95.3	10.4	4.1	0
42	2000	8	6.5	7.6	4.7	92.5	0.9	6.7	1
42	2000	9	4.4	5.5	3.4	96.2	2.9	3.5	1.1
42	2000	10	4.9	6.7	2.2	97.6	12.7	3.9	0.3
42	2000	11	5.8	6.7	4.8	100	0.8	2	0.7
42	2000	12	5.5	6.1	4.1	100	3.7	1.7	0.7
42	2000	13	2.8	4.2	1.9	99.2	0	0.6	0.6
42	2000	14	1.5	3.5	-1.2	76.4	0.3	0.6	1.5
42	2000	15	1.2	3.7	-2.4	92.8	1.8	0.7	0.6
42	2000	16	5.9	7.3	3.6	100	0.7	5.2	0.3
42	2000	17	6.9	7.3	6.3	99.5	0.8	10.3	1.4
42	2000	18	3.3	6.9	1.4	69.3	0.6	7.7	1.9
42	2000	19	3.4	6.2	1.4	84.4	0.5	3.6	0.9
42	2000	20	5.1	6.5	2.4	92.5	1.3	7.6	1.2
42	2000	21	0.7	3	-0.9	72.5	2.7	3.3	0.9
42	2000	22	0.2	1.4	-1.6	96.7	3.4	0.7	1.1
42	2000	23	-1.5	-0.4	-3.6	79.3	0.1	0.7	0.9
42	2000	24	0.4	2.4	-1.4	96.5	0.2	0.6	1.3
42	2000	25	0.4	2.3	-2.9	99.1	0.2	1.5	1.9
42	2000	26	3.7	5.6	0.5	100	2.5	2.6	1.3
42	2000	27	4.8	6.2	1.2	96.3	2.7	5.3	1.6
42	2000	28	2.9	5.9	1.3	97.2	6.6	2.2	1
42	2000	29	4.7	6.9	0.1	97.4	19.8	8.2	1.5
42	2000	30	0.9	4.1	-1.9	81.1	3.3	8	2.3
42	2000	31	0.5	3.7	-1.2	100	11.6	1.8	2.1
42	2000	32	2.6	6.2	-0.1	98	7.8	2.8	0.8
42	2000	33	3.5	5.4	0.8	99.1	4.9	7.7	1.5
42	2000	34	3.2	5.5	0.7	93.4	0.7	2.4	3.5
42	2000	35	6.8	7.8	5.5	100	30.3	5.1	0.2
42	2000	36	7.1	7.8	6.2	100	3.1	3.4	0.8
42	2000	37	6.1	6.9	4.7	99.7	2	2.4	1.8
42	2000	38	5.2	6.6	3.1	89.5	4.9	4.9	2.3
42	2000	39	4.3	5.4	2.9	95.9	3.4	1.1	1.3
42	2000	40	4.2	6.1	2.8	87.4	2.3	3	4.3
42	2000	41	5.4	6.3	2.1	92.4	14.8	6	0.7
42	2000	42	5.2	6.4	2.5	93.9	1.5	5.3	1.6
42	2000	43	4.2	5.9	0.8	94.1	11.7	4.2	1
42	2000	44	2.4	4.4	-1	80.5	4.3	6.8	3.7
42	2000	45	0.6	2.9	-2	83.3	5.9	1.6	4.5
42	2000	46	3.3	5.4	0.4	93.8	2.7	3.4	3.6
